Bac;Matière;Chapitre;Contenu;Titre au catalogue;Type;Média;Référence;Fichier;Dossier;Source;Id du contenu
باك — رياضيات;Bac Math - Français;Module 1 : Souvenirs et nostalgie;Expression écrite : texte explicatif (application);Expression Ecrite : texte explicatif Application;cours;vidéo;RAOUEDHA-FR-022;texte explicatif2.mp4;Raouedha erguez FRANCAIS/Trimestre 1/Module1 _souvenirs et nostalgie_;médiathèque;les-bac-math-fr-1-06
باك — رياضيات;Bac Math - Français;Module 1 : Souvenirs et nostalgie;Expression écrite : texte explicatif (application);Expression Ecrite : texte explicatif Application;cours;document;RAOUEDHA-FR-023;texte explicatif2.pdf;Raouedha erguez FRANCAIS/Trimestre 1/Module1 _souvenirs et nostalgie_;médiathèque;les-bac-math-fr-1-06
باك — رياضيات;Bac Math - Français;Module 1 : Souvenirs et nostalgie;Étude de texte : lire et comprendre une question de compréhension;Etude de texte : lire comprendre une question de compréhension;cours;vidéo;RAOUEDHA-FR-025;étude de texte lire et comprendre une question de compréhension.mp4;Raouedha erguez FRANCAIS/Trimestre 1/Module1 _souvenirs et nostalgie_;médiathèque;les-bac-math-fr-1-07
باك — رياضيات;Bac Math - Français;Module 1 : Souvenirs et nostalgie;Étude de texte : lire et comprendre une question de compréhension;Etude de texte : lire comprendre une question de compréhension;cours;document;RAOUEDHA-FR-024;étude de texte lire comprendre une question de compréhension.pdf;Raouedha erguez FRANCAIS/Trimestre 1/Module1 _souvenirs et nostalgie_;médiathèque;les-bac-math-fr-1-07
باك — رياضيات;Bac Math - Français;Module 1 : Souvenirs et nostalgie;Répondre à une question portant sur les procédés d'écriture (application);Répondre à une question portant sur les procédés d'écriture application;cours;vidéo;RAOUEDHA-FR-016;répondre à une question portant sur les procésés d_écriture.mp4;Raouedha erguez FRANCAIS/Trimestre 1/Module1 _souvenirs et nostalgie_;médiathèque;les-bac-math-fr-1-08
باك — رياضيات;Bac Math - Français;Module 1 : Souvenirs et nostalgie;Répondre à une question portant sur les procédés d'écriture (application);Répondre à une question portant sur les procédés d'écriture application;cours;document;RAOUEDHA-FR-015;Répondre à une question portant sur les procédés d_écriture application.pdf;Raouedha erguez FRANCAIS/Trimestre 1/Module1 _souvenirs et nostalgie_;médiathèque;les-bac-math-fr-1-08
باك — رياضيات;Bac Math - Français;Module 2 : Histoire d'amour;Le but;Le But;cours;vidéo;RAOUEDHA-FR-007;le but.mp4;Raouedha erguez FRANCAIS/Trimestre 1/Module 2 _Histoires d_amour_;médiathèque;les-bac-math-fr-2-01
باك — رياضيات;Bac Math - Français;Module 2 : Histoire d'amour;Le but;Le But;cours;document;RAOUEDHA-FR-001;Activité langue le but BS.pdf;Raouedha erguez FRANCAIS/Trimestre 1/Module 2 _Histoires d_amour_;médiathèque;les-bac-math-fr-2-01
باك — رياضيات;Bac Math - Français;Module 2 : Histoire d'amour;Le but : exercices;Le but exercices;exercice;vidéo;RAOUEDHA-FR-005;le but exercices.mp4;Raouedha erguez FRANCAIS/Trimestre 1/Module 2 _Histoires d_amour_;médiathèque;les-bac-math-fr-2-02
باك — رياضيات;Bac Math - Français;Module 2 : Histoire d'amour;Le but : exercices;Le but exercices;exercice;document;RAOUEDHA-FR-006;Le but exercices.pdf;Raouedha erguez FRANCAIS/Trimestre 1/Module 2 _Histoires d_amour_;médiathèque;les-bac-math-fr-2-02
باك — رياضيات;Bac Math - Français;Module 2 : Histoire d'amour;Étude de texte : répondre aux questions de compréhension;Etude de texte : répondre aux questions de compréhension;cours;vidéo;RAOUEDHA-FR-008;étude de texte répondre aux questions de compréhension.mp4;Raouedha erguez FRANCAIS/Trimestre 1/Module 2 _Histoires d_amour_;médiathèque;les-bac-math-fr-2-03
باك — رياضيات;Bac Math - Français;Module 2 : Histoire d'amour;Étude de texte : répondre aux questions de compréhension;Etude de texte : répondre aux questions de compréhension;cours;document;RAOUEDHA-FR-009;étude de texte répondre aux questions de compréhension.pdf;Raouedha erguez FRANCAIS/Trimestre 1/Module 2 _Histoires d_amour_;médiathèque;les-bac-math-fr-2-03
باك — رياضيات;Bac Math - Français;Module 2 : Histoire d'amour;Expression écrite : le point de vue absolu;;cours;vidéo;RAOUEDHA-FR-003;expression écrite le point de vue absolu.mp4;Raouedha erguez FRANCAIS/Trimestre 1/Module 2 _Histoires d_amour_;médiathèque;les-bac-math-fr-2-04
باك — رياضيات;Bac Math - Français;Module 2 : Histoire d'amour;Expression écrite : le point de vue absolu;;cours;document;RAOUEDHA-FR-002;expression écrite le point de vue absolu   pt absolu.pdf;Raouedha erguez FRANCAIS/Trimestre 1/Module 2 _Histoires d_amour_;médiathèque;les-bac-math-fr-2-04
باك — علوم تقنية;Bac Technique - Français;Module 1 : Souvenirs et nostalgie;Vocabulaire;;cours;vidéo;RAOUEDHA-FR-017;souvenirs et nostalgie  vocabulaire.mp4;Raouedha erguez FRANCAIS/Trimestre 1/Module1 _souvenirs et nostalgie_;médiathèque;les-bac-tech-fr-1-01
باك — علوم تقنية;Bac Technique - Français;Module 1 : Souvenirs et nostalgie;Vocabulaire;;cours;document;RAOUEDHA-FR-018;souvenirs et nostalgie vovabulaire.pdf;Raouedha erguez FRANCAIS/Trimestre 1/Module1 _souvenirs et nostalgie_;médiathèque;les-bac-tech-fr-1-01
باك — علوم تقنية;Bac Technique - Français;Module 1 : Souvenirs et nostalgie;La cause et la conséquence;La Cause et la conséquence;cours;vidéo;RAOUEDHA-FR-012;la cause et la conséquence.mp4;Raouedha erguez FRANCAIS/Trimestre 1/Module1 _souvenirs et nostalgie_;médiathèque;les-bac-tech-fr-1-02
باك — علوم تقنية;Bac Technique - Français;Module 1 : Souvenirs et nostalgie;La cause et la conséquence;La Cause et la conséquence;cours;document;RAOUEDHA-FR-013;La cause et la conséquence.pdf;Raouedha erguez FRANCAIS/Trimestre 1/Module1 _souvenirs et nostalgie_;médiathèque;les-bac-tech-fr-1-02
باك — علوم تقنية;Bac Technique - Français;Module 1 : Souvenirs et nostalgie;Exercice cause et conséquence;;exercice;vidéo;RAOUEDHA-FR-010;la cause et la conséquence exercices MM.mp4;Raouedha erguez FRANCAIS/Trimestre 1/Module1 _souvenirs et nostalgie_;médiathèque;les-bac-tech-fr-1-03
باك — علوم تقنية;Bac Technique - Français;Module 1 : Souvenirs et nostalgie;Exercice cause et conséquence;;exercice;document;RAOUEDHA-FR-011;la cause et la conséquence exercices.pdf;Raouedha erguez FRANCAIS/Trimestre 1/Module1 _souvenirs et nostalgie_;médiathèque;les-bac-tech-fr-1-03
باك — علوم تقنية;Bac Technique - Français;Module 1 : Souvenirs et nostalgie;Texte explicatif, texte argumentatif : quelle différence ?;Texte explicatif texte argumentatif quelle différence ?;cours;vidéo;RAOUEDHA-FR-019;texte explicatif texte argumentatif quelle différence.mp4;Raouedha erguez FRANCAIS/Trimestre 1/Module1 _souvenirs et nostalgie_;médiathèque;les-bac-tech-fr-1-04
باك — علوم تقنية;Bac Technique - Français;Module 1 : Souvenirs et nostalgie;Texte explicatif, texte argumentatif : quelle différence ?;Texte explicatif texte argumentatif quelle différence ?;cours;document;RAOUEDHA-FR-014;Module1 le txt explicatif le txt argumentatif quelle différence BS (1).pdf;Raouedha erguez FRANCAIS/Trimestre 1/Module1 _souvenirs et nostalgie_;médiathèque;les-bac-tech-fr-1-04
باك — علوم تقنية;Bac Technique - Français;Module 1 : Souvenirs et nostalgie;Expression écrite : texte explicatif;;cours;vidéo;RAOUEDHA-FR-020;texte explicatif1.mp4;Raouedha erguez FRANCAIS/Trimestre 1/Module1 _souvenirs et nostalgie_;médiathèque;les-bac-tech-fr-1-05
باك — علوم تقنية;Bac Technique - Français;Module 1 : Souvenirs et nostalgie;Expression écrite : texte explicatif;;cours;document;RAOUEDHA-FR-021;texte explicatif2(1).pdf;Raouedha erguez FRANCAIS/Trimestre 1/Module1 _souvenirs et nostalgie_;médiathèque;les-bac-tech-fr-1-05
باك — علوم تقنية;Bac Technique - Français;Module 1 : Souvenirs et nostalgie;Expression écrite : texte explicatif (application);Expression Ecrite : texte explicatif Application;cours;vidéo;RAOUEDHA-FR-022;texte explicatif2.mp4;Raouedha erguez FRANCAIS/Trimestre 1/Module1 _souvenirs et nostalgie_;médiathèque;les-bac-tech-fr-1-06
باك — علوم تقنية;Bac Technique - Français;Module 1 : Souvenirs et nostalgie;Expression écrite : texte explicatif (application);Expression Ecrite : texte explicatif Application;cours;document;RAOUEDHA-FR-023;texte explicatif2.pdf;Raouedha erguez FRANCAIS/Trimestre 1/Module1 _souvenirs et nostalgie_;médiathèque;les-bac-tech-fr-1-06
باك — علوم تقنية;Bac Technique - Français;Module 1 : Souvenirs et nostalgie;Étude de texte : lire et comprendre une question de compréhension;Etude de texte : lire comprendre une question de compréhension;cours;vidéo;RAOUEDHA-FR-025;étude de texte lire et comprendre une question de compréhension.mp4;Raouedha erguez FRANCAIS/Trimestre 1/Module1 _souvenirs et nostalgie_;médiathèque;les-bac-tech-fr-1-07
باك — علوم تقنية;Bac Technique - Français;Module 1 : Souvenirs et nostalgie;Étude de texte : lire et comprendre une question de compréhension;Etude de texte : lire comprendre une question de compréhension;cours;document;RAOUEDHA-FR-024;étude de texte lire comprendre une question de compréhension.pdf;Raouedha erguez FRANCAIS/Trimestre 1/Module1 _souvenirs et nostalgie_;médiathèque;les-bac-tech-fr-1-07
باك — علوم تقنية;Bac Technique - Français;Module 1 : Souvenirs et nostalgie;Répondre à une question portant sur les procédés d'écriture (application);Répondre à une question portant sur les procédés d'écriture application;cours;vidéo;RAOUEDHA-FR-016;répondre à une question portant sur les procésés d_écriture.mp4;Raouedha erguez FRANCAIS/Trimestre 1/Module1 _souvenirs et nostalgie_;médiathèque;les-bac-tech-fr-1-08
باك — علوم تقنية;Bac Technique - Français;Module 1 : Souvenirs et nostalgie;Répondre à une question portant sur les procédés d'écriture (application);Répondre à une question portant sur les procédés d'écriture application;cours;document;RAOUEDHA-FR-015;Répondre à une question portant sur les procédés d_écriture application.pdf;Raouedha erguez FRANCAIS/Trimestre 1/Module1 _souvenirs et nostalgie_;médiathèque;les-bac-tech-fr-1-08
باك — علوم تقنية;Bac Technique - Français;Module 2 : Histoire d'amour;Le but;Le But;cours;vidéo;RAOUEDHA-FR-007;le but.mp4;Raouedha erguez FRANCAIS/Trimestre 1/Module 2 _Histoires d_amour_;médiathèque;les-bac-tech-fr-2-01
باك — علوم تقنية;Bac Technique - Français;Module 2 : Histoire d'amour;Le but;Le But;cours;document;RAOUEDHA-FR-001;Activité langue le but BS.pdf;Raouedha erguez FRANCAIS/Trimestre 1/Module 2 _Histoires d_amour_;médiathèque;les-bac-tech-fr-2-01
باك — علوم تقنية;Bac Technique - Français;Module 2 : Histoire d'amour;Le but : exercices;Le but exercices;exercice;vidéo;RAOUEDHA-FR-005;le but exercices.mp4;Raouedha erguez FRANCAIS/Trimestre 1/Module 2 _Histoires d_amour_;médiathèque;les-bac-tech-fr-2-02
باك — علوم تقنية;Bac Technique - Français;Module 2 : Histoire d'amour;Le but : exercices;Le but exercices;exercice;document;RAOUEDHA-FR-006;Le but exercices.pdf;Raouedha erguez FRANCAIS/Trimestre 1/Module 2 _Histoires d_amour_;médiathèque;les-bac-tech-fr-2-02
باك — علوم تقنية;Bac Technique - Français;Module 2 : Histoire d'amour;Étude de texte : répondre aux questions de compréhension;Etude de texte : répondre aux questions de compréhension;cours;vidéo;RAOUEDHA-FR-008;étude de texte répondre aux questions de compréhension.mp4;Raouedha erguez FRANCAIS/Trimestre 1/Module 2 _Histoires d_amour_;médiathèque;les-bac-tech-fr-2-03
باك — علوم تقنية;Bac Technique - Français;Module 2 : Histoire d'amour;Étude de texte : répondre aux questions de compréhension;Etude de texte : répondre aux questions de compréhension;cours;document;RAOUEDHA-FR-009;étude de texte répondre aux questions de compréhension.pdf;Raouedha erguez FRANCAIS/Trimestre 1/Module 2 _Histoires d_amour_;médiathèque;les-bac-tech-fr-2-03
باك — علوم تقنية;Bac Technique - Français;Module 2 : Histoire d'amour;Expression écrite : le point de vue absolu;;cours;vidéo;RAOUEDHA-FR-003;expression écrite le point de vue absolu.mp4;Raouedha erguez FRANCAIS/Trimestre 1/Module 2 _Histoires d_amour_;médiathèque;les-bac-tech-fr-2-04
باك — علوم تقنية;Bac Technique - Français;Module 2 : Histoire d'amour;Expression écrite : le point de vue absolu;;cours;document;RAOUEDHA-FR-002;expression écrite le point de vue absolu   pt absolu.pdf;Raouedha erguez FRANCAIS/Trimestre 1/Module 2 _Histoires d_amour_;médiathèque;les-bac-tech-fr-2-04
باك — اقتصاد وتصرّف;Bac Éco - عربية;محور 1 في التفكير العلمي;العوامل التي ساعدت العرب على الإبداع;;cours;vidéo;NAJEH-AR-045;العوامل التي ساعدت العرب على الإبداع 1.mp4;najeh farhani BAC/SCTFQ/محور 1 في التفكير العلمي;médiathèque;les-bac-eco-ar-1-01
باك — اقتصاد وتصرّف;Bac Éco - عربية;محور 1 في التفكير العلمي;العوامل التي ساعدت العرب على الإبداع;;cours;document;—;المحور الأول فيد;—;hors catalogue;les-bac-eco-ar-1-01
باك — اقتصاد وتصرّف;Bac Éco - عربية;محور 1 في التفكير العلمي;المناهج العلمية وصفات العالم المسلم;;cours;vidéo;NAJEH-AR-047;المناهج العلمية وصفات العالم المسلم 2.mp4;najeh farhani BAC/SCTFQ/محور 1 في التفكير العلمي;médiathèque;les-bac-eco-ar-1-02
باك — اقتصاد وتصرّف;Bac Éco - عربية;محور 1 في التفكير العلمي;المناهج العلمية وصفات العالم المسلم;;cours;document;—;المحور الأول فيد;—;hors catalogue;les-bac-eco-ar-1-02
باك — اقتصاد وتصرّف;Bac Éco - عربية;محور 1 في التفكير العلمي;العلوم العربية;;cours;vidéo;NAJEH-AR-043;3 العلوم العربية.mp4;najeh farhani BAC/SCTFQ/محور 1 في التفكير العلمي;médiathèque;les-bac-eco-ar-1-03
باك — اقتصاد وتصرّف;Bac Éco - عربية;محور 1 في التفكير العلمي;العلوم العربية;;cours;document;—;المحور الأول فيد;—;hors catalogue;les-bac-eco-ar-1-03
باك — اقتصاد وتصرّف;Bac Éco - عربية;محور 1 في التفكير العلمي;التدرب على فقرة حجاجية;;exercice;vidéo;NAJEH-AR-044;التدرب على فقرة حجاجية 4.mp4;najeh farhani BAC/SCTFQ/محور 1 في التفكير العلمي;médiathèque;les-bac-eco-ar-1-04
باك — اقتصاد وتصرّف;Bac Éco - عربية;محور 1 في التفكير العلمي;التدرب على فقرة حجاجية;;exercice;document;—;المحور الأول فيد;—;hors catalogue;les-bac-eco-ar-1-04
باك — اقتصاد وتصرّف;Bac Éco - عربية;محور 2 في الأدب والفن;الأدب والشعر;;cours;vidéo;NAJEH-AR-048;1 الأدب والشعر.mp4;najeh farhani BAC/SCTFQ/محور 2 في الأدب والفن;médiathèque;les-bac-eco-ar-2-01
باك — اقتصاد وتصرّف;Bac Éco - عربية;محور 2 في الأدب والفن;الأدب والشعر;;cours;document;—;المحور الثاني مع فرض فيديو;—;hors catalogue;les-bac-eco-ar-2-01
باك — اقتصاد وتصرّف;Bac Éco - عربية;محور 2 في الأدب والفن;الأدب نثرا ونقدا;;cours;vidéo;NAJEH-AR-049;2 الأدب نثرا ونقدا.mp4;najeh farhani BAC/SCTFQ/محور 2 في الأدب والفن;médiathèque;les-bac-eco-ar-2-02
باك — اقتصاد وتصرّف;Bac Éco - عربية;محور 2 في الأدب والفن;الأدب نثرا ونقدا;;cours;document;—;المحور الثاني مع فرض فيديو;—;hors catalogue;les-bac-eco-ar-2-02
باك — اقتصاد وتصرّف;Bac Éco - عربية;محور 2 في الأدب والفن;الفن;;cours;vidéo;NAJEH-AR-050;3 الفن.mp4;najeh farhani BAC/SCTFQ/محور 2 في الأدب والفن;médiathèque;les-bac-eco-ar-2-03
باك — اقتصاد وتصرّف;Bac Éco - عربية;محور 2 في الأدب والفن;الفن;;cours;document;—;المحور الثاني مع فرض فيديو;—;hors catalogue;les-bac-eco-ar-2-03
باك — اقتصاد وتصرّف;Bac Éco - عربية;محور 2 في الأدب والفن;الاجابة على أهم الأسئلة;;cours;vidéo;NAJEH-AR-051;4 الاجابة على أهم الأسئلة.mp4;najeh farhani BAC/SCTFQ/محور 2 في الأدب والفن;médiathèque;les-bac-eco-ar-2-04
باك — اقتصاد وتصرّف;Bac Éco - عربية;محور 2 في الأدب والفن;الاجابة على أهم الأسئلة;;cours;document;—;المحور الثاني مع فرض فيديو;—;hors catalogue;les-bac-eco-ar-2-04
باك — اقتصاد وتصرّف;Bac Éco - عربية;محور 2 في الأدب والفن;اصلاح فرض حول محور الأدب والفن;;exercice;vidéo;NAJEH-AR-052;اصلاح فرض حول محور الأدب والفن 5.mp4;najeh farhani BAC/SCTFQ/محور 2 في الأدب والفن;médiathèque;les-bac-eco-ar-2-05
باك — اقتصاد وتصرّف;Bac Éco - عربية;محور 2 في الأدب والفن;اصلاح فرض حول محور الأدب والفن;;exercice;document;—;المحور الثاني مع فرض فيديو;—;hors catalogue;les-bac-eco-ar-2-05
باك — علوم إعلامية;Bac Info - Arabe;محور 1 في التفكير العلمي;العوامل التي ساعدت العرب على الإبداع;;cours;vidéo;NAJEH-AR-045;العوامل التي ساعدت العرب على الإبداع 1.mp4;najeh farhani BAC/SCTFQ/محور 1 في التفكير العلمي;médiathèque;les-bac-info-ar-1-01
باك — علوم إعلامية;Bac Info - Arabe;محور 1 في التفكير العلمي;العوامل التي ساعدت العرب على الإبداع;;cours;document;—;المحور الأول فيد;—;hors catalogue;les-bac-info-ar-1-01
باك — علوم إعلامية;Bac Info - Arabe;محور 1 في التفكير العلمي;المناهج العلمية وصفات العالم المسلم;;cours;vidéo;NAJEH-AR-047;المناهج العلمية وصفات العالم المسلم 2.mp4;najeh farhani BAC/SCTFQ/محور 1 في التفكير العلمي;médiathèque;les-bac-info-ar-1-02
باك — علوم إعلامية;Bac Info - Arabe;محور 1 في التفكير العلمي;المناهج العلمية وصفات العالم المسلم;;cours;document;—;المحور الأول فيد;—;hors catalogue;les-bac-info-ar-1-02
باك — علوم إعلامية;Bac Info - Arabe;محور 1 في التفكير العلمي;العلوم العربية;;cours;vidéo;NAJEH-AR-043;3 العلوم العربية.mp4;najeh farhani BAC/SCTFQ/محور 1 في التفكير العلمي;médiathèque;les-bac-info-ar-1-03
باك — علوم إعلامية;Bac Info - Arabe;محور 1 في التفكير العلمي;العلوم العربية;;cours;document;—;المحور الأول فيد;—;hors catalogue;les-bac-info-ar-1-03
باك — علوم إعلامية;Bac Info - Arabe;محور 1 في التفكير العلمي;التدرب على فقرة حجاجية;;exercice;vidéo;NAJEH-AR-044;التدرب على فقرة حجاجية 4.mp4;najeh farhani BAC/SCTFQ/محور 1 في التفكير العلمي;médiathèque;les-bac-info-ar-1-04
باك — علوم إعلامية;Bac Info - Arabe;محور 1 في التفكير العلمي;التدرب على فقرة حجاجية;;exercice;document;—;المحور الأول فيد;—;hors catalogue;les-bac-info-ar-1-04
باك — علوم إعلامية;Bac Info - Arabe;محور 2 في الأدب والفن;الأدب والشعر;;cours;vidéo;NAJEH-AR-048;1 الأدب والشعر.mp4;najeh farhani BAC/SCTFQ/محور 2 في الأدب والفن;médiathèque;les-bac-info-ar-2-01
باك — علوم إعلامية;Bac Info - Arabe;محور 2 في الأدب والفن;الأدب والشعر;;cours;document;—;المحور الثاني مع فرض فيديو;—;hors catalogue;les-bac-info-ar-2-01
باك — علوم إعلامية;Bac Info - Arabe;محور 2 في الأدب والفن;الأدب نثرا ونقدا;;cours;vidéo;NAJEH-AR-049;2 الأدب نثرا ونقدا.mp4;najeh farhani BAC/SCTFQ/محور 2 في الأدب والفن;médiathèque;les-bac-info-ar-2-02
باك — علوم إعلامية;Bac Info - Arabe;محور 2 في الأدب والفن;الأدب نثرا ونقدا;;cours;document;—;المحور الثاني مع فرض فيديو;—;hors catalogue;les-bac-info-ar-2-02
باك — علوم إعلامية;Bac Info - Arabe;محور 2 في الأدب والفن;الفن;;cours;vidéo;NAJEH-AR-050;3 الفن.mp4;najeh farhani BAC/SCTFQ/محور 2 في الأدب والفن;médiathèque;les-bac-info-ar-2-03
باك — علوم إعلامية;Bac Info - Arabe;محور 2 في الأدب والفن;الفن;;cours;document;—;المحور الثاني مع فرض فيديو;—;hors catalogue;les-bac-info-ar-2-03
باك — علوم إعلامية;Bac Info - Arabe;محور 2 في الأدب والفن;الاجابة على أهم الأسئلة;;cours;vidéo;NAJEH-AR-051;4 الاجابة على أهم الأسئلة.mp4;najeh farhani BAC/SCTFQ/محور 2 في الأدب والفن;médiathèque;les-bac-info-ar-2-04
باك — علوم إعلامية;Bac Info - Arabe;محور 2 في الأدب والفن;الاجابة على أهم الأسئلة;;cours;document;—;المحور الثاني مع فرض فيديو;—;hors catalogue;les-bac-info-ar-2-04
باك — علوم إعلامية;Bac Info - Arabe;محور 2 في الأدب والفن;اصلاح فرض حول محور الأدب والفن;;exercice;vidéo;NAJEH-AR-052;اصلاح فرض حول محور الأدب والفن 5.mp4;najeh farhani BAC/SCTFQ/محور 2 في الأدب والفن;médiathèque;les-bac-info-ar-2-05
باك — علوم إعلامية;Bac Info - Arabe;محور 2 في الأدب والفن;اصلاح فرض حول محور الأدب والفن;;exercice;document;—;المحور الثاني مع فرض فيديو;—;hors catalogue;les-bac-info-ar-2-05
باك — رياضيات;Bac Math - عربية;محور 1 في التفكير العلمي;العوامل التي ساعدت العرب على الإبداع;;cours;vidéo;NAJEH-AR-045;العوامل التي ساعدت العرب على الإبداع 1.mp4;najeh farhani BAC/SCTFQ/محور 1 في التفكير العلمي;médiathèque;les-bac-math-ar-1-01
باك — رياضيات;Bac Math - عربية;محور 1 في التفكير العلمي;العوامل التي ساعدت العرب على الإبداع;;cours;document;—;المحور الأول فيد;—;hors catalogue;les-bac-math-ar-1-01
باك — رياضيات;Bac Math - عربية;محور 1 في التفكير العلمي;المناهج العلمية وصفات العالم المسلم;;cours;vidéo;NAJEH-AR-047;المناهج العلمية وصفات العالم المسلم 2.mp4;najeh farhani BAC/SCTFQ/محور 1 في التفكير العلمي;médiathèque;les-bac-math-ar-1-02
باك — رياضيات;Bac Math - عربية;محور 1 في التفكير العلمي;المناهج العلمية وصفات العالم المسلم;;cours;document;—;المحور الأول فيد;—;hors catalogue;les-bac-math-ar-1-02
باك — رياضيات;Bac Math - عربية;محور 1 في التفكير العلمي;العلوم العربية;;cours;vidéo;NAJEH-AR-043;3 العلوم العربية.mp4;najeh farhani BAC/SCTFQ/محور 1 في التفكير العلمي;médiathèque;les-bac-math-ar-1-03
باك — رياضيات;Bac Math - عربية;محور 1 في التفكير العلمي;العلوم العربية;;cours;document;—;المحور الأول فيد;—;hors catalogue;les-bac-math-ar-1-03
باك — رياضيات;Bac Math - عربية;محور 1 في التفكير العلمي;التدرب على فقرة حجاجية;;exercice;vidéo;NAJEH-AR-044;التدرب على فقرة حجاجية 4.mp4;najeh farhani BAC/SCTFQ/محور 1 في التفكير العلمي;médiathèque;les-bac-math-ar-1-04
باك — رياضيات;Bac Math - عربية;محور 1 في التفكير العلمي;التدرب على فقرة حجاجية;;exercice;document;—;المحور الأول فيد;—;hors catalogue;les-bac-math-ar-1-04
باك — رياضيات;Bac Math - عربية;محور 2 في الأدب والفن;الأدب والشعر;;cours;vidéo;NAJEH-AR-048;1 الأدب والشعر.mp4;najeh farhani BAC/SCTFQ/محور 2 في الأدب والفن;médiathèque;les-bac-math-ar-2-01
باك — رياضيات;Bac Math - عربية;محور 2 في الأدب والفن;الأدب والشعر;;cours;document;—;المحور الثاني مع فرض فيديو;—;hors catalogue;les-bac-math-ar-2-01
باك — رياضيات;Bac Math - عربية;محور 2 في الأدب والفن;الأدب نثرا ونقدا;;cours;vidéo;NAJEH-AR-049;2 الأدب نثرا ونقدا.mp4;najeh farhani BAC/SCTFQ/محور 2 في الأدب والفن;médiathèque;les-bac-math-ar-2-02
باك — رياضيات;Bac Math - عربية;محور 2 في الأدب والفن;الأدب نثرا ونقدا;;cours;document;—;المحور الثاني مع فرض فيديو;—;hors catalogue;les-bac-math-ar-2-02
باك — رياضيات;Bac Math - عربية;محور 2 في الأدب والفن;الفن;;cours;vidéo;NAJEH-AR-050;3 الفن.mp4;najeh farhani BAC/SCTFQ/محور 2 في الأدب والفن;médiathèque;les-bac-math-ar-2-03
باك — رياضيات;Bac Math - عربية;محور 2 في الأدب والفن;الفن;;cours;document;—;المحور الثاني مع فرض فيديو;—;hors catalogue;les-bac-math-ar-2-03
باك — رياضيات;Bac Math - عربية;محور 2 في الأدب والفن;الاجابة على أهم الأسئلة;;cours;vidéo;NAJEH-AR-051;4 الاجابة على أهم الأسئلة.mp4;najeh farhani BAC/SCTFQ/محور 2 في الأدب والفن;médiathèque;les-bac-math-ar-2-04
باك — رياضيات;Bac Math - عربية;محور 2 في الأدب والفن;الاجابة على أهم الأسئلة;;cours;document;—;المحور الثاني مع فرض فيديو;—;hors catalogue;les-bac-math-ar-2-04
باك — رياضيات;Bac Math - عربية;محور 2 في الأدب والفن;اصلاح فرض حول محور الأدب والفن;;exercice;vidéo;NAJEH-AR-052;اصلاح فرض حول محور الأدب والفن 5.mp4;najeh farhani BAC/SCTFQ/محور 2 في الأدب والفن;médiathèque;les-bac-math-ar-2-05
باك — رياضيات;Bac Math - عربية;محور 2 في الأدب والفن;اصلاح فرض حول محور الأدب والفن;;exercice;document;—;المحور الثاني مع فرض فيديو;—;hors catalogue;les-bac-math-ar-2-05
باك — علوم تقنية;Bac Technique - عربية;محور 1 في التفكير العلمي;العوامل التي ساعدت العرب على الإبداع;;cours;vidéo;NAJEH-AR-045;العوامل التي ساعدت العرب على الإبداع 1.mp4;najeh farhani BAC/SCTFQ/محور 1 في التفكير العلمي;médiathèque;les-bac-tech-ar-1-01
باك — علوم تقنية;Bac Technique - عربية;محور 1 في التفكير العلمي;العوامل التي ساعدت العرب على الإبداع;;cours;document;—;المحور الأول فيد;—;hors catalogue;les-bac-tech-ar-1-01
باك — علوم تقنية;Bac Technique - عربية;محور 1 في التفكير العلمي;المناهج العلمية وصفات العالم المسلم;;cours;vidéo;NAJEH-AR-047;المناهج العلمية وصفات العالم المسلم 2.mp4;najeh farhani BAC/SCTFQ/محور 1 في التفكير العلمي;médiathèque;les-bac-tech-ar-1-02
باك — علوم تقنية;Bac Technique - عربية;محور 1 في التفكير العلمي;المناهج العلمية وصفات العالم المسلم;;cours;document;—;المحور الأول فيد;—;hors catalogue;les-bac-tech-ar-1-02
باك — علوم تقنية;Bac Technique - عربية;محور 1 في التفكير العلمي;العلوم العربية;;cours;vidéo;NAJEH-AR-043;3 العلوم العربية.mp4;najeh farhani BAC/SCTFQ/محور 1 في التفكير العلمي;médiathèque;les-bac-tech-ar-1-03
باك — علوم تقنية;Bac Technique - عربية;محور 1 في التفكير العلمي;العلوم العربية;;cours;document;—;المحور الأول فيد;—;hors catalogue;les-bac-tech-ar-1-03
باك — علوم تقنية;Bac Technique - عربية;محور 1 في التفكير العلمي;التدرب على فقرة حجاجية;;exercice;vidéo;NAJEH-AR-044;التدرب على فقرة حجاجية 4.mp4;najeh farhani BAC/SCTFQ/محور 1 في التفكير العلمي;médiathèque;les-bac-tech-ar-1-04
باك — علوم تقنية;Bac Technique - عربية;محور 1 في التفكير العلمي;التدرب على فقرة حجاجية;;exercice;document;—;المحور الأول فيد;—;hors catalogue;les-bac-tech-ar-1-04
باك — علوم تقنية;Bac Technique - عربية;محور 2 في الأدب والفن;الأدب والشعر;;cours;vidéo;NAJEH-AR-048;1 الأدب والشعر.mp4;najeh farhani BAC/SCTFQ/محور 2 في الأدب والفن;médiathèque;les-bac-tech-ar-2-01
